Summary stage 2000 (1998+)	Sex	Year of diagnosis	Age recode with <1 year olds	Age-Adjusted Rate	Count	Population	Std Pop
Regional	Female	2009	40-44 years	6.0	180	2995091	22479229
Regional	Female	2009	45-49 years	9.7	312	3208543	19805793
Regional	Female	2009	50-54 years	17.1	525	3066740	17224359
Regional	Female	2009	55-59 years	20.2	542	2684152	13307234
Regional	Female	2009	60-64 years	28.8	640	2225830	10654272
Regional	Female	2009	65-69 years	41.4	686	1655243	9409940
Regional	Female	2009	70-74 years	57.6	731	1268624	8725574
Regional	Female	2009	75-79 years	80.2	848	1057660	7414559
Regional	Female	2009	80-84 years	97.8	867	886153	4900234
Regional	Female	2009	85+ years	101.6	954	938740	4259173
Regional	Female	2010	00 years	0.0	0	554600	3794901
Regional	Female	2010	01-04 years	0.0	0	2276499	15191619
Regional	Female	2010	05-09 years	0.0	0	2836481	19919840
Regional	Female	2010	10-14 years	0.0	1	2888431	20056779
Regional	Female	2010	15-19 years	0.1	4	3040576	19819518
Regional	Female	2010	20-24 years	0.3	8	2968019	18257225
Regional	Female	2010	25-29 years	0.8	25	2981091	17722067
Regional	Female	2010	30-34 years	1.8	52	2876407	19511370
Regional	Female	2010	35-39 years	3.2	93	2894134	22179956
Regional	Female	2010	40-44 years	5.4	162	2994355	22479229
Regional	Female	2010	45-49 years	11.2	356	3183625	19805793
Regional	Female	2010	50-54 years	17.5	547	3119565	17224359
Regional	Female	2010	55-59 years	19.9	549	2758842	13307234
Regional	Female	2010	60-64 years	27.7	651	2348886	10654272
Regional	Female	2010	65-69 years	36.8	633	1719033	9409940
Regional	Female	2010	70-74 years	53.1	688	1296752	8725574
Regional	Female	2010	75-79 years	73.0	772	1057313	7414559
Regional	Female	2010	80-84 years	92.0	814	884436	4900234
Regional	Female	2010	85+ years	93.8	908	968249	4259173
Regional	Female	2011	00 years	0.0	0	558152	3794901
Regional	Female	2011	01-04 years	0.0	0	2268954	15191619
Regional	Female	2011	05-09 years	0.0	0	2839697	19919840
Regional	Female	2011	10-14 years	0.0	1	2886295	20056779
Regional	Female	2011	15-19 years	0.1	2	2986094	19819518
Regional	Female	2011	20-24 years	0.3	9	3049275	18257225
Regional	Female	2011	25-29 years	0.9	27	2991996	17722067
Regional	Female	2011	30-34 years	1.5	45	2935719	19511370
Regional	Female	2011	35-39 years	3.1	89	2833105	22179956
Regional	Female	2011	40-44 years	5.9	178	3018769	22479229
Regional	Female	2011	45-49 years	10.9	342	3127661	19805793
Regional	Female	2011	50-54 years	15.7	494	3150547	17224359
Regional	Female	2011	55-59 years	18.7	529	2828851	13307234
Regional	Female	2011	60-64 years	27.0	664	2463662	10654272
Regional	Female	2011	65-69 years	38.3	682	1779537	9409940
Regional	Female	2011	70-74 years	53.5	715	1335718	8725574
Regional	Female	2011	75-79 years	68.3	727	1064205	7414559
Regional	Female	2011	80-84 years	88.7	782	881961	4900234
Regional	Female	2011	85+ years	93.2	924	991326	4259173
Regional	Female	2012	00 years	0.0	0	550728	3794901
Regional	Female	2012	01-04 years	0.0	0	2253959	15191619
Regional	Female	2012	05-09 years	0.0	0	2861060	19919840
Regional	Female	2012	10-14 years	0.0	1	2872004	20056779
Regional	Female	2012	15-19 years	0.2	6	2948312	19819518
Regional	Female	2012	20-24 years	0.2	7	3110629	18257225
Regional	Female	2012	25-29 years	0.7	22	2997216	17722067
Regional	Female	2012	30-34 years	2.1	62	2987276	19511370
Regional	Female	2012	35-39 years	3.7	104	2822632	22179956
Regional	Female	2012	40-44 years	6.3	191	3020449	22479229
Regional	Female	2012	45-49 years	11.1	340	3073502	19805793
Regional	Female	2012	50-54 years	16.7	528	3158654	17224359
Regional	Female	2012	55-59 years	19.5	567	2905442	13307234
Regional	Female	2012	60-64 years	24.7	611	2473130	10654272
Regional	Female	2012	65-69 years	35.0	676	1931510	9409940
Regional	Female	2012	70-74 years	51.5	716	1390723	8725574
Regional	Female	2012	75-79 years	66.6	716	1075643	7414559
Regional	Female	2012	80-84 years	81.7	717	877733	4900234
Regional	Female	2012	85+ years	88.9	904	1016347	4259173
Regional	Female	2013	00 years	0.0	0	550848	3794901
Regional	Female	2013	01-04 years	0.0	0	2233593	15191619
Regional	Female	2013	05-09 years	0.0	0	2876058	19919840
Regional	Female	2013	10-14 years	0.1	3	2867962	20056779
Regional	Female	2013	15-19 years	0.1	3	2920567	19819518
Regional	Female	2013	20-24 years	0.3	8	3137393	18257225
Regional	Female	2013	25-29 years	0.9	27	3021622	17722067
Regional	Female	2013	30-34 years	1.9	57	3034696	19511370
Regional	Female	2013	35-39 years	3.3	93	2835615	22179956
Regional	Female	2013	40-44 years	6.0	180	3001649	22479229
Regional	Female	2013	45-49 years	9.4	283	3019315	19805793
Regional	Female	2013	50-54 years	16.5	522	3163431	17224359
Regional	Female	2013	55-59 years	18.1	538	2964547	13307234
Regional	Female	2013	60-64 years	24.9	628	2522786	10654272
Regional	Female	2013	65-69 years	36.2	732	2023066	9409940
Regional	Female	2013	70-74 years	45.5	670	1472128	8725574
Regional	Female	2013	75-79 years	57.4	632	1100108	7414559
Regional	Female	2013	80-84 years	79.9	697	872777	4900234
Regional	Female	2013	85+ years	81.6	844	1034550	4259173
Regional	Female	2014	00 years	0.0	0	550782	3794901
Regional	Female	2014	01-04 years	0.0	0	2231897	15191619
Regional	Female	2014	05-09 years	0.0	1	2866569	19919840
Regional	Female	2014	10-14 years	0.0	0	2870277	20056779
Regional	Female	2014	15-19 years	0.3	8	2897244	19819518
Regional	Female	2014	20-24 years	0.4	12	3145467	18257225
Regional	Female	2014	25-29 years	0.8	25	3080374	17722067
Regional	Female	2014	30-34 years	1.7	52	3067529	19511370
Regional	Female	2014	35-39 years	3.8	108	2869763	22179956
Regional	Female	2014	40-44 years	7.4	220	2960975	22479229
Regional	Female	2014	45-49 years	11.2	334	2980244	19805793
Regional	Female	2014	50-54 years	16.1	509	3168356	17224359
Regional	Female	2014	55-59 years	20.7	622	3005194	13307234
Regional	Female	2014	60-64 years	26.2	678	2588425	10654272
Regional	Female	2014	65-69 years	33.9	720	2124217	9409940
Regional	Female	2014	70-74 years	43.0	662	1539053	8725574
Regional	Female	2014	75-79 years	58.2	658	1131035	7414559
Regional	Female	2014	80-84 years	71.5	622	869447	4900234
Regional	Female	2014	85+ years	78.4	825	1052322	4259173
Distant	Female	2000	00 years	0.0	0	548034	3794901
Distant	Female	2000	01-04 years	0.0	0	2195452	15191619
Distant	Female	2000	05-09 years	0.0	0	2933841	19919840
Distant	Female	2000	10-14 years	0.0	0	2880388	20056779
Distant	Female	2000	15-19 years	0.1	2	2752065	19819518
Distant	Female	2000	20-24 years	0.2	5	2633100	18257225
Distant	Female	2000	25-29 years	0.5	13	2761158	17722067
Distant	Female	2000	30-34 years	0.8	24	2964683	19511370
Distant	Female	2000	35-39 years	1.3	42	3226380	22179956
Distant	Female	2000	40-44 years	3.3	106	3173885	22479229
Distant	Female	2000	45-49 years	5.0	141	2843695	19805793
Distant	Female	2000	50-54 years	9.4	235	2496861	17224359
Distant	Female	2000	55-59 years	14.0	263	1876056	13307234
Distant	Female	2000	60-64 years	20.7	308	1485874	10654272
Distant	Female	2000	65-69 years	30.9	406	1315536	9409940
Distant	Female	2000	70-74 years	35.4	447	1262258	8725574
Distant	Female	2000	75-79 years	44.4	500	1125138	7414559
Distant	Female	2000	80-84 years	55.9	443	792310	4900234
Distant	Female	2000	85+ years	59.0	446	755524	4259173
Distant	Female	2001	00 years	0.0	0	573225	3794901
Distant	Female	2001	01-04 years	0.0	0	2179050	15191619
Distant	Female	2001	05-09 years	0.0	0	2889200	19919840
Distant	Female	2001	10-14 years	0.0	1	2945487	20056779
Distant	Female	2001	15-19 years	0.1	3	2763336	19819518
Distant	Female	2001	20-24 years	0.1	3	2728766	18257225
Distant	Female	2001	25-29 years	0.5	13	2705390	17722067
Distant	Female	2001	30-34 years	0.9	26	2988624	19511370
Distant	Female	2001	35-39 years	1.8	58	3177357	22179956
Distant	Female	2001	40-44 years	3.5	111	3216684	22479229
Distant	Female	2001	45-49 years	6.9	200	2912119	19805793
Distant	Female	2001	50-54 years	9.2	242	2619352	17224359
Distant	Female	2001	55-59 years	13.0	253	1942931	13307234
Distant	Female	2001	60-64 years	20.8	317	1524996	10654272
Distant	Female	2001	65-69 years	26.5	350	1318960	9409940
Distant	Female	2001	70-74 years	35.7	447	1251372	8725574
Distant	Female	2001	75-79 years	44.3	499	1125309	7414559
Distant	Female	2001	80-84 years	57.3	469	818123	4900234
Distant	Female	2001	85+ years	62.1	475	765071	4259173
Distant	Female	2002	00 years	0.0	0	565467	3794901
Distant	Female	2002	01-04 years	0.0	0	2198741	15191619
Distant	Female	2002	05-09 years	0.0	0	2838476	19919840
Distant	Female	2002	10-14 years	0.0	1	3000772	20056779
Distant	Female	2002	15-19 years	0.0	0	2786093	19819518
Distant	Female	2002	20-24 years	0.3	8	2796999	18257225
Distant	Female	2002	25-29 years	0.2	6	2690291	17722067
Distant	Female	2002	30-34 years	1.0	29	2988227	19511370
Distant	Female	2002	35-39 years	2.0	63	3120622	22179956
Distant	Female	2002	40-44 years	3.5	113	3231673	22479229
Distant	Female	2002	45-49 years	6.4	190	2992091	19805793
Distant	Female	2002	50-54 years	10.0	264	2627578	17224359
Distant	Female	2002	55-59 years	14.3	302	2108282	13307234
Distant	Female	2002	60-64 years	19.0	300	1582611	10654272
Distant	Female	2002	65-69 years	26.9	358	1328517	9409940
Distant	Female	2002	70-74 years	35.2	436	1237007	8725574
Distant	Female	2002	75-79 years	48.2	541	1122423	7414559
Distant	Female	2002	80-84 years	57.8	487	843176	4900234
Distant	Female	2002	85+ years	60.7	470	774881	4259173
Distant	Female	2003	00 years	0.0	0	569937	3794901
Distant	Female	2003	01-04 years	0.0	0	2218709	15191619
Distant	Female	2003	05-09 years	0.0	0	2794680	19919840
Distant	Female	2003	10-14 years	0.0	0	3033117	20056779
Distant	Female	2003	15-19 years	0.1	2	2823788	19819518
Distant	Female	2003	20-24 years	0.2	7	2843890	18257225
Distant	Female	2003	25-29 years	0.3	7	2704633	17722067
Distant	Female	2003	30-34 years	1.3	40	2964921	19511370
Distant	Female	2003	35-39 years	1.6	49	3065864	22179956
Distant	Female	2003	40-44 years	3.7	119	3242689	22479229
Distant	Female	2003	45-49 years	6.2	189	3057376	19805793
Distant	Female	2003	50-54 years	9.4	252	2679682	17224359
Distant	Female	2003	55-59 years	13.7	302	2206031	13307234
Distant	Female	2003	60-64 years	19.0	318	1670693	10654272
Distant	Female	2003	65-69 years	28.4	385	1354029	9409940
Distant	Female	2003	70-74 years	33.0	404	1224180	8725574
Distant	Female	2003	75-79 years	47.1	527	1118748	7414559
Distant	Female	2003	80-84 years	51.2	441	861296	4900234
Distant	Female	2003	85+ years	60.1	475	790792	4259173
Distant	Female	2004	00 years	0.0	0	574259	3794901
Distant	Female	2004	01-04 years	0.0	0	2240463	15191619
Distant	Female	2004	05-09 years	0.0	0	2757693	19919840
Distant	Female	2004	10-14 years	0.0	1	3038566	20056779
Distant	Female	2004	15-19 years	0.0	1	2874577	19819518
Distant	Female	2004	20-24 years	0.3	8	2866267	18257225
Distant	Female	2004	25-29 years	0.4	12	2748987	17722067
Distant	Female	2004	30-34 years	0.8	23	2916991	19511370
Distant	Female	2004	35-39 years	1.9	58	3015731	22179956
Distant	Female	2004	40-44 years	3.4	111	3253984	22479229
Distant	Female	2004	45-49 years	6.7	209	3101419	19805793
Distant	Female	2004	50-54 years	9.8	269	2742842	17224359
Distant	Female	2004	55-59 years	14.4	334	2315943	13307234
Distant	Female	2004	60-64 years	19.9	346	1740347	10654272
Distant	Female	2004	65-69 years	26.8	370	1381841	9409940
Distant	Female	2004	70-74 years	33.4	405	1212040	8725574
Distant	Female	2004	75-79 years	43.1	476	1104912	7414559
Distant	Female	2004	80-84 years	52.0	458	880359	4900234
Distant	Female	2004	85+ years	59.0	473	801609	4259173
Distant	Female	2005	00 years	0.0	0	555029	3794901
Distant	Female	2005	01-04 years	0.0	0	2195086	15191619
Distant	Female	2005	05-09 years	0.0	0	2652390	19919840
Distant	Female	2005	10-14 years	0.0	0	2930377	20056779
Distant	Female	2005	15-19 years	0.1	4	2851892	19819518
Distant	Female	2005	20-24 years	0.2	6	2770261	18257225
Distant	Female	2005	25-29 years	0.5	15	2732159	17722067
Distant	Female	2005	30-34 years	1.6	45	2773631	19511370
Distant	Female	2005	35-39 years	1.7	50	2933283	22179956
Distant	Female	2005	40-44 years	3.6	113	3137646	22479229
Distant	Female	2005	45-49 years	6.8	209	3060955	19805793
Distant	Female	2005	50-54 years	10.1	276	2727068	17224359
Distant	Female	2005	55-59 years	12.5	297	2370116	13307234
Distant	Female	2005	60-64 years	20.8	364	1748116	10654272
Distant	Female	2005	65-69 years	26.6	364	1367622	9409940
Distant	Female	2005	70-74 years	31.2	366	1173159	8725574
Distant	Female	2005	75-79 years	39.8	424	1065371	7414559
Distant	Female	2005	80-84 years	48.8	423	867643	4900234
Distant	Female	2005	85+ years	57.9	467	806910	4259173
Distant	Female	2006	00 years	0.0	0	567144	3794901
Distant	Female	2006	01-04 years	0.0	0	2242688	15191619
Distant	Female	2006	05-09 years	0.0	0	2723493	19919840
Distant	Female	2006	10-14 years	0.0	0	2970163	20056779
Distant	Female	2006	15-19 years	0.0	1	2984788	19819518
Distant	Female	2006	20-24 years	0.4	11	2840625	18257225
Distant	Female	2006	25-29 years	0.5	13	2879323	17722067
Distant	Female	2006	30-34 years	1.0	29	2769626	19511370
Distant	Female	2006	35-39 years	2.0	61	3018805	22179956
Distant	Female	2006	40-44 years	4.1	129	3160163	22479229
Distant	Female	2006	45-49 years	6.0	189	3174866	19805793
Distant	Female	2006	50-54 years	10.1	289	2867859	17224359
Distant	Female	2006	55-59 years	13.1	333	2549195	13307234
Distant	Female	2006	60-64 years	18.2	338	1857877	10654272
Distant	Female	2006	65-69 years	26.3	379	1441194	9409940
Distant	Female	2006	70-74 years	35.3	427	1208529	8725574
Distant	Female	2006	75-79 years	40.5	439	1084967	7414559
Distant	Female	2006	80-84 years	48.7	434	890804	4900234
Distant	Female	2006	85+ years	59.1	505	854042	4259173
Distant	Female	2007	00 years	0.0	0	584192	3794901
Distant	Female	2007	01-04 years	0.0	0	2246312	15191619
Distant	Female	2007	05-09 years	0.0	0	2736193	19919840
Distant	Female	2007	10-14 years	0.0	1	2934295	20056779
Distant	Female	2007	15-19 years	0.1	4	3032629	19819518
Distant	Female	2007	20-24 years	0.2	7	2847203	18257225
Distant	Female	2007	25-29 years	0.5	14	2931022	17722067
Distant	Female	2007	30-34 years	1.2	34	2750285	19511370
Distant	Female	2007	35-39 years	2.0	59	3014397	22179956
Distant	Female	2007	40-44 years	4.3	133	3099894	22479229
Distant	Female	2007	45-49 years	6.4	204	3186705	19805793
Distant	Female	2007	50-54 years	10.1	299	2948400	17224359
Distant	Female	2007	55-59 years	13.3	340	2557235	13307234
Distant	Female	2007	60-64 years	19.0	384	2017874	10654272
Distant	Female	2007	65-69 years	25.1	376	1496313	9409940
Distant	Female	2007	70-74 years	31.5	384	1217432	8725574
Distant	Female	2007	75-79 years	38.7	416	1074296	7414559
Distant	Female	2007	80-84 years	47.1	420	892143	4900234
Distant	Female	2007	85+ years	52.9	467	882629	4259173
Distant	Female	2008	00 years	0.0	0	584498	3794901
Distant	Female	2008	01-04 years	0.0	0	2266840	15191619
Distant	Female	2008	05-09 years	0.0	0	2765254	19919840
Distant	Female	2008	10-14 years	0.0	0	2908733	20056779
Distant	Female	2008	15-19 years	0.1	2	3060919	19819518
Distant	Female	2008	20-24 years	0.1	4	2870270	18257225
Distant	Female	2008	25-29 years	0.5	15	2971681	17722067
Distant	Female	2008	30-34 years	1.1	30	2766658	19511370
Distant	Female	2008	35-39 years	2.5	74	2992905	22179956
Distant	Female	2008	40-44 years	4.2	129	3043567	22479229
Distant	Female	2008	45-49 years	6.7	214	3196207	19805793
Distant	Female	2008	50-54 years	9.3	280	3016673	17224359
Distant	Female	2008	55-59 years	14.0	367	2613707	13307234
Distant	Female	2008	60-64 years	17.4	368	2112190	10654272
Distant	Female	2008	65-69 years	23.4	370	1582692	9409940
Distant	Female	2008	70-74 years	30.0	372	1240085	8725574
Distant	Female	2008	75-79 years	38.5	410	1063806	7414559
Distant	Female	2008	80-84 years	45.5	406	891766	4900234
Distant	Female	2008	85+ years	52.9	481	909484	4259173
Distant	Female	2009	00 years	0.0	0	560975	3794901
Distant	Female	2009	01-04 years	0.0	0	2279398	15191619
Distant	Female	2009	05-09 years	0.0	0	2807458	19919840
Distant	Female	2009	10-14 years	0.0	0	2893945	20056779
Distant	Female	2009	15-19 years	0.0	1	3065132	19819518
Distant	Female	2009	20-24 years	0.2	7	2910105	18257225
Distant	Female	2009	25-29 years	0.5	14	2984018	17722067
Distant	Female	2009	30-34 years	1.1	31	2813684	19511370
Distant	Female	2009	35-39 years	2.3	67	2951644	22179956
Distant	Female	2009	40-44 years	4.8	143	2995091	22479229
Distant	Female	2009	45-49 years	7.1	229	3208543	19805793
Distant	Female	2009	50-54 years	9.9	303	3066740	17224359
Distant	Female	2009	55-59 years	13.7	367	2684152	13307234
Distant	Female	2009	60-64 years	17.6	391	2225830	10654272
Distant	Female	2009	65-69 years	23.5	389	1655243	9409940
Distant	Female	2009	70-74 years	31.4	398	1268624	8725574
Distant	Female	2009	75-79 years	40.3	426	1057660	7414559
Distant	Female	2009	80-84 years	44.8	397	886153	4900234
Distant	Female	2009	85+ years	48.5	455	938740	4259173
Distant	Female	2010	00 years	0.0	0	554600	3794901
Distant	Female	2010	01-04 years	0.0	0	2276499	15191619
Distant	Female	2010	05-09 years	0.0	0	2836481	19919840
Distant	Female	2010	10-14 years	0.0	0	2888431	20056779
Distant	Female	2010	15-19 years	0.1	2	3040576	19819518
Distant	Female	2010	20-24 years	0.2	6	2968019	18257225
Distant	Female	2010	25-29 years	0.6	19	2981091	17722067
Distant	Female	2010	30-34 years	0.9	27	2876407	19511370
Distant	Female	2010	35-39 years	2.0	58	2894134	22179956
Distant	Female	2010	40-44 years	4.2	125	2994355	22479229
Distant	Female	2010	45-49 years	7.5	238	3183625	19805793
Distant	Female	2010	50-54 years	10.4	324	3119565	17224359
Distant	Female	2010	55-59 years	12.8	354	2758842	13307234
Distant	Female	2010	60-64 years	18.9	445	2348886	10654272
Distant	Female	2010	65-69 years	21.8	375	1719033	9409940
Distant	Female	2010	70-74 years	28.6	371	1296752	8725574
Distant	Female	2010	75-79 years	35.3	373	1057313	7414559
Distant	Female	2010	80-84 years	43.4	384	884436	4900234
Distant	Female	2010	85+ years	51.6	500	968249	4259173
Distant	Female	2011	00 years	0.0	0	558152	3794901
Distant	Female	2011	01-04 years	0.0	0	2268954	15191619
Distant	Female	2011	05-09 years	0.0	0	2839697	19919840
Distant	Female	2011	10-14 years	0.0	0	2886295	20056779
Distant	Female	2011	15-19 years	0.0	1	2986094	19819518
Distant	Female	2011	20-24 years	0.3	8	3049275	18257225
Distant	Female	2011	25-29 years	0.6	18	2991996	17722067
Distant	Female	2011	30-34 years	1.4	42	2935719	19511370
Distant	Female	2011	35-39 years	2.3	65	2833105	22179956
Distant	Female	2011	40-44 years	4.3	130	3018769	22479229
Distant	Female	2011	45-49 years	7.4	232	3127661	19805793
Distant	Female	2011	50-54 years	10.1	319	3150547	17224359
Distant	Female	2011	55-59 years	12.4	352	2828851	13307234
Distant	Female	2011	60-64 years	17.3	425	2463662	10654272
Distant	Female	2011	65-69 years	19.7	351	1779537	9409940
Distant	Female	2011	70-74 years	28.6	382	1335718	8725574
Distant	Female	2011	75-79 years	35.1	374	1064205	7414559
Distant	Female	2011	80-84 years	40.9	361	881961	4900234
Distant	Female	2011	85+ years	46.1	457	991326	4259173
Distant	Female	2012	00 years	0.0	0	550728	3794901
Distant	Female	2012	01-04 years	0.0	0	2253959	15191619
Distant	Female	2012	05-09 years	0.0	0	2861060	19919840
Distant	Female	2012	10-14 years	0.0	0	2872004	20056779
Distant	Female	2012	15-19 years	0.0	0	2948312	19819518
Distant	Female	2012	20-24 years	0.2	7	3110629	18257225
Distant	Female	2012	25-29 years	0.7	20	2997216	17722067
Distant	Female	2012	30-34 years	1.3	39	2987276	19511370
Distant	Female	2012	35-39 years	2.9	82	2822632	22179956
Distant	Female	2012	40-44 years	3.7	113	3020449	22479229
Distant	Female	2012	45-49 years	7.3	223	3073502	19805793
Distant	Female	2012	50-54 years	11.1	350	3158654	17224359
Distant	Female	2012	55-59 years	13.2	383	2905442	13307234
Distant	Female	2012	60-64 years	16.5	409	2473130	10654272
Distant	Female	2012	65-69 years	21.2	410	1931510	9409940
Distant	Female	2012	70-74 years	26.2	364	1390723	8725574
Distant	Female	2012	75-79 years	34.2	368	1075643	7414559
Distant	Female	2012	80-84 years	40.4	355	877733	4900234
Distant	Female	2012	85+ years	46.1	469	1016347	4259173
Distant	Female	2013	00 years	0.0	0	550848	3794901
Distant	Female	2013	01-04 years	0.0	0	2233593	15191619
Distant	Female	2013	05-09 years	0.0	0	2876058	19919840
Distant	Female	2013	10-14 years	0.0	1	2867962	20056779
Distant	Female	2013	15-19 years	0.1	3	2920567	19819518
Distant	Female	2013	20-24 years	0.1	3	3137393	18257225
Distant	Female	2013	25-29 years	0.6	17	3021622	17722067
Distant	Female	2013	30-34 years	1.3	39	3034696	19511370
Distant	Female	2013	35-39 years	2.6	74	2835615	22179956
Distant	Female	2013	40-44 years	5.2	155	3001649	22479229
Distant	Female	2013	45-49 years	7.6	228	3019315	19805793
Distant	Female	2013	50-54 years	10.5	332	3163431	17224359
Distant	Female	2013	55-59 years	13.7	407	2964547	13307234
Distant	Female	2013	60-64 years	15.7	395	2522786	10654272
Distant	Female	2013	65-69 years	19.3	391	2023066	9409940
Distant	Female	2013	70-74 years	26.4	388	1472128	8725574
Distant	Female	2013	75-79 years	31.8	350	1100108	7414559
Distant	Female	2013	80-84 years	38.6	337	872777	4900234
Distant	Female	2013	85+ years	43.3	448	1034550	4259173
Distant	Female	2014	00 years	0.0	0	550782	3794901
Distant	Female	2014	01-04 years	0.0	0	2231897	15191619
Distant	Female	2014	05-09 years	0.0	0	2866569	19919840
Distant	Female	2014	10-14 years	0.0	0	2870277	20056779
Distant	Female	2014	15-19 years	0.1	2	2897244	19819518
Distant	Female	2014	20-24 years	0.2	6	3145467	18257225
Distant	Female	2014	25-29 years	0.7	23	3080374	17722067
Distant	Female	2014	30-34 years	2.0	60	3067529	19511370
Distant	Female	2014	35-39 years	2.5	73	2869763	22179956
Distant	Female	2014	40-44 years	4.7	139	2960975	22479229
Distant	Female	2014	45-49 years	7.7	229	2980244	19805793
Distant	Female	2014	50-54 years	10.5	334	3168356	17224359
Distant	Female	2014	55-59 years	13.1	395	3005194	13307234
Distant	Female	2014	60-64 years	16.8	435	2588425	10654272
Distant	Female	2014	65-69 years	21.3	452	2124217	9409940
Distant	Female	2014	70-74 years	25.9	398	1539053	8725574
Distant	Female	2014	75-79 years	32.0	362	1131035	7414559
Distant	Female	2014	80-84 years	41.3	359	869447	4900234
Distant	Female	2014	85+ years	42.1	443	1052322	4259173
